panel	gid	tpm_Ar	tpm_As	tpm_Br	tpm_Bs	tpm_Hr	tpm_Hs	SS_Ar_As	SS_Br_Bs	SS_As_Bs	SS_Hs_As	SS_Hs_Bs	SS_Hs_Ms	tag	link
conserved (1954)	ENSRNA049472011	10.826752218367325	2.982425199370345	10.361076857607355	3.5710843254765723	14.820364110192605	3.280997838789686	0.04703900986996704	0.09476661951909471	0.05128205128205126	0.13386123680241324	0.15126050420168063	0.25101419878296144	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049472011.json
conserved (1954)	ENSRNA049475437	7.2329045865861845	2.7831271430036857	5.058041278416748	4.588806757016065	1.2592466237418554	1.1989146972508442	0.008955223880596969	0.0058180050239040595	0.018604651162790673	0.006802721088435374	0.018604651162790767	0.010638297872340505	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049475437.json
conserved (1954)	ENSRNA049475525	2.6098424031198313	2.6742547440043563	2.803358729204428	1.6775099810578975	1.2592466237418554	1.108012889355016	0.04268292682926828	0.03481925038811267	0.046296296296296294	0.08333333333333333	0.03703703703703708	0.06578947368421052	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049475525.json
conserved (1954)	ENSRNA049476127	7.284206431373015	5.8326368749562105	8.29475952354583	5.505010122392034	5.6181772443867395	2.1887450459349678	0.04437238435741791	0.04502524018889432	0.03946012775602724	0.09702474986835186	0.10265700483091793	0.11143790849673205	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049476127.json
conserved (1954)	ENSRNA049476258	5.0998790457817895	2.883317922004743	2.1926930080266493	1.9405118807284005	0.8717861241289767	1.3466565489997044	0.043724696356275336	0.029456654456654602	0.04755639097744361	0.04593301435406698	0.04383116883116891	0.00933997509339983	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049476258.json
conserved (1954)	ENSRNA049476916	5.990117290758245	19.889882450033475	6.539170963092416	14.780087184436935	3.002818871999809	6.43879942452352	0.003729123770304293	0.051194310252281286	0.014092461255581761	0.03569739952718682	0.021604938271605062	0.027160493827160587	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049476916.json
conserved (1954)	ENSRNA049478156	619.7328064188213	568.8769890989648	578.0038138892052	887.6395681035418	112.75100538734766	415.7060040948006	0.04574999198243315	0.0982473847291104	0.04785548507363851	0.07602385215684704	0.0684832505115058	0.07081208522370175	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049478156.json
conserved (1954)	ENSRNA049478205	29.720063039080916	23.955903739843667	27.758369178648778	23.364319198906884	16.37020610864412	54.67262698294058	0.09432030661714315	0.08215585145574282	0.0983054910806717	0.11301397666141104	0.20408846908936149	0.16082989695944233	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049478205.json
conserved (1954)	ENSRNA049478218	228.73323951353782	120.7376238435092	166.69885594449508	330.81342886630785	101.99897652309028	248.9647710709562	0.0035922312669963478	0.007722737999017394	0.010669790168436444	0.009590074220340274	0.020259864388776718	0.019862316048747785	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049478218.json
conserved (1954)	ENSRNA049478226	28.14979498153616	28.697568069994425	42.51890582679097	25.830633274748738	35.16204033986873	18.106547334044063	0.04158234054539006	0.01767114548342581	0.07310201701903189	0.18114773272922027	0.21216195289513323	0.19440186740926216	conserved	https://s3.msi.umn.edu/zhoup-igv/index.html?sessionURL=https://s3.msi.umn.edu/zhoup-igv-data/sessions/cage/ENSRNA049478226.json
