pnl	gid	SS_Ar_As	SS_Ar_Br	SS_Ar_Bs	SS_As_Bs	SS_Bhusk_Bs	SS_Br_Bs	SS_Bstem_Bs	SS_Hr_Ar	SS_Hr_Br	SS_Hr_Mr	SS_Hs_As	SS_Hs_Bs	SS_Hs_Ms
stable (633)	Zm00001d015195	0.08080499317561421	0.032411910514260525	0.08886866848650289	0.03511443998470948	0.08506583061359103	0.06765188834154348	0.0934883921264591	0.17925386715195632	0.18023585609792514	0.18061544779841004	0.06718046171171171	0.05058269278452765	0.06054892101403731
stable (633)	Zm00001d015331	0.05143550834597876	0.041839536168831744	0.03448921860656813	0.06901728395061729	0.0460397055804815	0.02076643117105545	0.05004490721712258	0.09559939301972686	0.09826589595375722	0.07194244604316546	NA	NA	NA
stable (633)	Zm00001d015375	0.10130805750141098	0.11768614865959999	0.07745217745217742	0.07729663197941145	0.033778076764958705	0.08980662078007214	0.06994428056374959	0.3067765567765568	0.20722713864306785	0.26161202185792354	0.1906877554647236	0.1350762527233115	0.17260061919504643
stable (633)	Zm00001d015376	0.05250524736041056	0.01782619355410528	0.030959647146084537	0.02326964971299073	0.043237821292915785	0.02719618934333884	0.056675499622093214	0.08758176715355448	0.07465800370015524	0.08059041438129971	0.03153057223144978	0.051018350473885796	0.043523969722455716
stable (633)	Zm00001d015459	0.05222226181003394	0.026490763738425308	0.0326334208223972	0.022155186861069223	0.017347424545368004	0.013590604026845643	0.0425976179707524	0.10361204849393825	0.09677612655800578	0.0940789068751154	0.07969777170665084	0.08480083857442354	0.08543290776936688
stable (633)	Zm00001d029673	0.04263384395834726	0.0351045286736605	0.03280775231994742	0.03327410757551274	0.04742428616745609	0.020508195435651994	0.04760349816993345	0.13745791245791247	0.16599678456591643	0.14508196721311475	0.036184472991302966	0.032667254383387155	0.03484207098664931
stable (633)	Zm00001d015515	0.019743471601897183	0.028085548328548666	0.047922795046261575	0.030005700653272346	0.023554433712022413	0.02080046974572316	0.07019109136575023	0.13757017874501562	0.1114523571963084	0.13226172290885532	0.08641753906162433	0.059242719369091174	0.08386489277686653
stable (633)	Zm00001d015614	0.08062884986669121	0.09910224004183729	0.03439597315436244	0.04647749510763209	0.023756312764845897	0.0681818181818181	0.08863804589193192	0.14765100671140946	0.24675324675324675	0.1598360655737705	NA	NA	NA
stable (633)	Zm00001d015618	0.05022034547704576	0.02495201166109973	0.046062765784703974	0.02569662849231169	0.05727634495890209	0.03412850619820565	0.05208513544274981	0.07836473632421007	0.062365426258965184	0.0749667258207631	0.0386092321534729	0.04515106393198521	0.025155371411660202
stable (633)	Zm00001d015842	0.0538075182462657	0.03165846206077068	0.03257403189066058	0.08398010613138046	0.06636932625176759	0.05958133116073359	0.0636906953540471	0.20564784053156146	0.19103232533889464	0.210764119601329	0.019491563554555558	0.07390736522399392	0.022933333333333354
stable (633)	Zm00001d015914	0.06049705689993456	0.03127003347816793	0.06711250717735669	0.017482517482517484	0.0813323978310206	0.04666945567796217	0.056657034239466254	0.2877697841726618	0.2722772277227722	0.26011560693641617	0.08961408961408956	0.0818988002086593	0.07685185185185181
stable (633)	Zm00001d016070	0.034938055158282626	0.03940137083470949	0.05239244443984103	0.05201327597465987	0.058465735836944324	0.019211568912997856	0.05568898801014094	0.0673143650242887	0.07105506338569825	0.07348074079290191	0.08908434821831297	0.11173860427591771	0.08437542019631572
stable (633)	Zm00001d016200	0.04583806076323229	0.031086361516188918	0.03081386318755685	0.024310631023462058	0.03757277704828681	0.02974910104968346	0.034130920470004995	0.05717953782342472	0.06134668119603873	0.06448450520124174	0.07281682358191835	0.05324552905134717	0.05653296343389982
stable (633)	Zm00001d016311	0.0488781670390265	0.018665820808120234	0.08324443496195155	0.04851990199622448	0.08278680039216409	0.08514761669140689	0.06556681905519116	0.14691296801388545	0.14749856239217934	0.16098103244632797	0.09599008785762561	0.10677451971688573	0.13056907839516535
stable (633)	Zm00001d016342	0.013515804398415708	0.05302774969104595	0.024265520161552992	0.03162537380757472	0.021889568916312215	0.028762229529492957	0.0720872132636838	0.045454545454545456	0.04633289415898111	0.04110671936758893	0.021907019421929807	0.03248222365869415	0.0303813833225597
stable (633)	Zm00001d016349	0.03463203463203464	0.05376600652191194	0.06464646464646452	0.05887445887445888	0.034752589182968995	0.0284896206156049	0.027491785323110633	0.053661616161616084	0.047244094488188976	0.04294478527607362	0.05050505050505058	0.03636363636363636	0.04208754208754201
stable (633)	Zm00001d016506	0.03625753999475469	0.03938100927348237	0.08818766434950141	0.07868265123329199	0.09632503649248594	0.06645741786984724	0.09440992567540996	0.15207373271889402	0.1580246913580247	0.1401151631477927	0.09862220303618967	0.12449377531123443	0.07694198623402164
stable (633)	Zm00001d016542	0.019388979346987766	0.054601648351648296	0.049142604967847614	0.029753625620859845	0.046169653967422036	0.06086631814787158	0.037669603451953096	0.17857142857142855	0.19930069930069924	0.1333333333333333	0.06003679528338755	0.03990851732026889	0.06415022217642381
stable (633)	Zm00001d016655	0.046117791812934746	0.07707624694251394	0.04611567967309419	0.016624124650044828	0.018608509968521734	0.03308724119440367	0.037986633098812485	0.05968409964555244	0.0482526859223635	0.06003618834475246	0.008460274732464032	0.020198536439835744	0.010986540398305107
stable (633)	Zm00001d029777	0.06040750978757991	0.06173654337991028	0.05220480274569401	0.018213735932081067	0.03623316610009566	0.022065915062023933	0.06180074098529043	0.11789311137696097	0.06393530174715803	0.12184463228106493	0.06598957103145035	0.06261612783351903	0.06068796587621683
stable (633)	Zm00001d016948	0.048152231590190754	0.03806106186164393	0.02589476587821535	0.02660318279615201	0.05679513184584177	0.021324983094211526	0.028320720553414738	0.096483001172333	0.0809002376403709	0.08358862144420134	0.06273418445900836	0.040281329923273664	0.0599827985052494
stable (633)	Zm00001d017019	0.03596291749679684	0.11891206882015704	0.09239513728677805	0.07926144475111829	0.016822544165291282	0.02970672419685578	0.044360902255639094	0.08815276221255008	0.14049692622950818	0.09426360488083446	0.030629075565784435	0.08202323991797675	0.02252895446612724
stable (633)	Zm00001d017090	0.048792270531400846	0.0360073990266329	0.024865018471156578	0.03529411764705873	0.08700980392156862	0.04533858152926598	0.08481704280888747	0.5241545893719807	0.5332507228418009	0.5346600331674959	0.04329004329004331	0.04777183600713013	0.03734643734643744
stable (633)	Zm00001d017091	0.04618663641933807	0.05375103521146866	0.047583870868327195	0.04514109982510241	0.06218918226095872	0.08264764638291985	0.07014967646353953	0.07014638781666521	0.0698950813083978	0.07645710735469956	0.05716310023322875	0.07226565941973648	0.06303339751213523
stable (633)	Zm00001d017103	0.01747949706733555	0.06131075753089503	0.08604732841830902	0.0914050953270825	0.06643177299411494	0.09795079166899599	0.06699828522221986	0.05545016780971836	0.03672298575211195	0.03304425837320572	0.07826648514678675	0.13700149285561952	0.08419364246135899
stable (633)	Zm00001d017126	0.04817095255342268	0.038089606183428076	0.02547114911141957	0.035069799114742936	0.049695162600147856	0.04205874834138801	0.05213952500103072	0.039874908966285406	0.0766364939013735	0.08064516129032258	0.14699231117141565	0.17130638940130807	0.18178226514486392
stable (633)	Zm00001d017271	0.03165337999515688	0.02539087341521517	0.05944367577096	0.06335133585049944	0.059940467555076586	0.07107993383361355	0.08742985646818079	0.4022446425778195	0.406171406461598	0.4064143007360673	0.04467930029154514	0.10638173302107724	0.07727272727272728
stable (633)	Zm00001d017275	0.01398798625310749	0.09951278342332998	0.0842978413071871	0.0876925459548969	0.03621345000655345	0.01574265446184553	0.03348682380940445	0.27539283146759774	0.26125812253893144	0.2619755863094698	0.10950364185842902	0.03427222931866895	0.027721587586051474
stable (633)	Zm00001d017288	0.03290681763720333	0.036515060699388195	0.07231236045342515	0.043716551077648255	0.05429044811775136	0.036967607359082	0.05805145249803977	0.1851745172871382	0.17841533906668539	0.18608074011774595	0.022538961188000636	0.05197165600699391	0.02471813341684928
